duration,wage-increase-first-year,wage-increase-second-year,wage-increase-third-year,cost-of-living-adjustment,working-hours,pension,standby-pay,shift-differential,education-allowance,statutory-holidays,vacation,longterm-disability-assistance,contribution-to-dental-plan,bereavement-assistance,contribution-to-health-plan,class
1,7.326519,4,5,0,34.216021,2,12.679465,5,0,11,2,1,2,1,1,1
2,4.585234,4,5,2,40,2,2,3,0,9.506175,1,1,2,1,2,1
2,6.966036,4.438472,5,0,40,2,2,14.96777,0,12,1,1,1,1,2,1
3,1.989945,2.322945,5,0,40,2,2,13.512022,0,11,0,0,1,0,2,0
1,2.02216,4.527211,2.018843,0,38.169364,0,2,3,0,10.037081,1,0,1,1,2,0
2,1.970889,6.027536,5,0,40,1,2,5,1,9.569595,1,1,0,1,1,1
3,4.473966,4.572761,5,0,36.876187,2,10,1.452855,0,11,2,1,2,1,1,1
2,4.402084,3.519373,5,0,37.192191,2,2,4,0,11,1,1,2,0,2,1
3,3.100434,2.453046,5,1,40,2,2,3,1,9.672271,0,1,1,1,2,1
2,5.808931,6.552155,5,0,37.040799,2,4.522997,-1.002964,0,12,2,1,1,1,1,1
2,4.35453,1.856365,2.940432,0,40,2,2,3,0,13,0,1,1,1,2,0
2,2.91399,2.290206,5,0,40,0,2,3,0,11,0,0,1,1,1,0
3,5.636063,4.569417,5,1,38.09985,2,2,3,1,11,2,1,1,1,2,1
3,3.470895,4.381368,5,0,33.594045,2,2,3,0,11,0,1,0,1,2,0
2,3.357347,5.912605,5,0,38.023083,2,12.248406,5,0,11,2,1,2,1,2,1
2,2.008982,1.876372,3.907095,0,40,2,2,3,1,9.107847,0,1,0,1,2,1
2,3.511608,4.610565,5,0,32.384642,2,2,3,0,9.711367,0,1,2,1,2,1
3,3.543259,4,5,1,32.655226,2,2,3,0,11,2,1,2,1,2,1
1,2.040913,4,2.672147,0,38.283036,0,2,3,1,12,2,1,0,1,2,0
2,4.10194,6.520753,5,0,40,2,2,5,0,11,1,1,1,1,2,1
3,1.988748,2.197826,5,0,40,0,2,5,1,11,1,1,0,1,2,0
3,6.272734,4.562863,4.662135,1,37.846427,2,2,7.407772,0,13,2,0,1,1,1,1
1,6.289794,4,5,0,40,2,2,2.50006,0,11,1,1,2,1,2,1
2,3.743025,4,5,0,40,2,2,1.17838,0,12,0,1,2,1,2,1
3,5.361088,4,5,0,28.381315,2,2,17.421647,0,11,2,1,2,1,2,1
3,1.988475,4,5,0,40,2,2,3,1,11,0,1,1,1,1,1
3,4.436179,4.531507,5,0,40,2,2,3,1,11,1,0,0,0,1,0
3,4.65188,4.479058,5,0,37.646364,2,2,3,0,11,2,1,2,1,2,1
2,2.06206,4.589034,5,0,40,2,2,4,0,10.27152,0,1,1,1,2,0
1,2.006379,4.684745,5,0,33.797749,2,2,5,0,11,1,1,1,1,2,0
3,4.527058,4.552491,5,0,34.29806,2,2,25.916576,0,11,2,1,2,1,2,1
2,2.866406,4.615915,5,0,38.262656,0,14,4,1,13,2,0,0,1,0,0
3,6.038698,4.931354,5,0,40,2,12.401134,5,0,11,0,1,2,1,2,1
3,3.808279,4,5,0,40,2,2,3,0,9.553209,2,1,2,1,2,1
2,3.438629,4,5,0,37.519376,0,2,3,0,9.867108,0,1,0,1,2,0
2,7.004977,5.123535,5,0,31.399015,2,2,5,0,11,2,1,1,1,2,1
3,3.266447,3.120596,5,0,37.401568,2,2,3,0,12,0,1,1,1,2,1
3,6.885756,4.345886,5,1,37.959853,2,2,4,0,12,2,1,1,1,2,1
3,3.164438,2.151579,5,0,40,2,2,3,1,15,0,1,1,1,2,1
3,3.719823,6.257787,2.040545,0,38.583558,2,5.98493,3,0,13,1,1,1,1,2,1
2,2.59761,2.403767,5,0,40,0,2,1.762207,0,9.437132,1,1,1,1,0,0
3,1.996497,4.469117,5,0,40,2,2,5,0,11,0,1,0,1,2,0
1,3.101302,4.37838,3.543202,0,40,0,2,3,1,11,1,0,0,1,0,0
1,1.944833,4,5,0,40,1,2,3,1,12,1,1,0,1,2,0
2,3.886329,5.209995,2.014476,0,40,0,6.054002,4,0,12,1,1,0,1,2,0
3,4.313455,4,5,0,36.629472,2,2,18.783871,0,15,0,1,1,1,2,1
2,4.485093,4,5,0,40,2,2,5,0,12,1,1,2,1,1,1
3,3.316367,4,5,0,40,1,2,8.610419,0,12,1,1,0,1,1,1
3,5.736622,4.54609,5,0,37.980696,1,2,4,0,11,0,1,2,1,2,1
3,4.092104,4,4.576662,0,33.073705,2,2,3,0,11,1,1,2,1,2,1
3,3.508622,4,5,0,40,1,2,3,0,11,0,1,1,1,2,1
3,4.567923,2.446306,5,0,40,2,2,3,0,11,0,0,1,0,1,0
2,4.481245,4,5,0,31.641236,2,8.243439,0.746482,1,15,2,1,0,1,0,1
2,3.875994,4,5,0,40,2,2,3,0,12,0,1,1,1,2,0
2,3.682588,4,5,2,37.947452,0,10,3,0,11,0,0,1,0,0,0
2,1.96705,4.703789,5,1,37.523555,2,2,3,1,11,2,1,2,1,2,1
2,3.01401,3.145684,5,1,38.466949,2,2,5,1,11,2,1,1,1,2,1
3,4.491403,4.698087,1.977906,0,40,2,2,5,0,10.273494,0,1,2,1,2,1
2,2.505846,2.50851,5,1,40,2,14,4,0,9.718349,0,0,1,0,1,0
2,4.589196,4,2.939898,0,40,2,2,1.084525,1,12,0,1,0,1,0,0
3,4.483708,4.696878,5,0,40,2,10,4,0,11,2,1,1,1,1,1
3,1.985611,3.408051,4.541938,0,38.652625,2,2,14.39971,1,11,2,1,2,1,2,1
2,4.538614,4.750443,4.623582,0,33.819716,2,2,3,1,12,0,1,1,1,1,1
3,3.981789,4,5,0,40,2,2,3,0,11,1,1,0,1,1,1
3,3.751553,4,5,0,40,2,2,5,0,9.619766,1,1,0,1,1,1
3,1.964948,2.606077,2.012863,2,40,0,11.765309,5,1,15,2,1,0,1,2,0
1,3.163006,4,5,0,40,1,2,0.76791,1,11,0,1,0,1,1,1
2,5.617807,4.632971,5,0,40,2,2,4,0,12,1,1,2,1,2,1
2,4.405846,5.596419,5,0,40,1,2,3,1,9.325771,0,1,0,1,1,1
3,6.206324,4.707324,5,0,37.941175,2,2,3,0,11,0,1,1,1,2,1
2,5.844189,5.577443,5,0,40,2,2,5,1,11,0,1,0,1,1,1
1,2.784558,4,5,0,39,2,2,3,0,11,1,1,1,1,2,0
2,4.5645,4.620499,5,0,40,2,2,4,0,11,2,1,1,1,2,1
2,4.433311,4.721696,4.435442,0,33.985251,2,2,3,1,13,0,1,2,1,2,1
2,3.072075,3.006815,5,0,31.588859,2,2,3,0,12,0,1,1,1,1,0
1,2.00892,2.306173,5,2,29.782108,0,2,3,0,11,1,1,1,1,2,0
2,4.442236,4.486822,5,0,37.127792,2,2,5,0,11,2,1,1,1,2,1
3,6.523726,4.546818,5,0,40,2,2,3,0,11,0,1,1,1,2,1
2,3.073064,2.692369,5,0,37.799002,2,2,5,0,11,2,1,1,1,2,1
1,5.694455,4,5,2,38.106811,2,2,4,0,9.996334,1,1,1,1,2,1
2,5.281298,5.462416,5,0,37.452765,2,14,3,0,11,0,1,1,1,2,1
3,2.021065,3.126153,5,0,39,2,2,3,0,11,2,0,1,0,2,0
2,4.552529,4,5,0,37.190249,2,2,3,0,11,0,1,1,1,0,1
3,3.498617,2.314477,5,2,40,2,2,1.302071,1,11,1,0,0,1,0,0
3,4.476765,4,5,1,40,2,10,5,0,15,0,1,1,1,2,1
3,4.712574,2.664779,4.691458,0,40,2,2,3,0,11,2,1,1,1,2,1
1,7.021827,4,5,1,39,2,2,22.027808,0,11,2,1,1,1,2,1
2,3.834808,6.010401,5,1,40,2,14,5.625533,0,9.897647,2,1,1,1,2,0
1,3.314757,5.985903,5,0,40,2,2,2.704136,0,11,1,1,1,1,1,1
3,6.977948,4.482455,5,0,40,2,2,3,0,11,2,1,2,1,2,1
2,2.471471,2.0687,5,0,37.234859,2,2,4,0,11,2,1,1,1,1,1
3,6.026938,5.088263,5,0,37.004369,2,2,3,0,13,0,1,1,1,2,1
3,2.041631,3.489546,5,0,40,2,2,3,1,11,0,1,2,1,2,1
3,5.32168,4.51572,5,1,40,2,6.159091,16.425074,0,15,2,0,1,1,2,1
2,2.15479,1.987494,5,0,38.199917,2,12.052736,3,1,11,0,1,1,1,1,1
3,2.049332,2.589264,1.98315,2,40,2,10,1.233595,0,12,0,1,1,1,2,0
3,4.898653,5.703158,4.532146,0,37.670978,2,2,3,0,11,1,1,1,1,2,1
2,5.619204,5.841754,4.513613,0,40,2,11.857553,5,0,13,0,1,1,1,1,1
2,4.424327,5.25766,4.471131,0,40,2,2,3,0,12,2,1,2,1,2,1
1,2.028329,3.298661,5,0,37.713746,2,12.232258,3,0,9.948685,0,1,1,1,2,0
1,1.980935,3.113649,5,0,40,0,4.297581,2.002114,1,11,0,0,0,0,0,0
1,2.640892,4,5.1,2,40,2,10,0.686511,1,13,0,1,1,1,2,1
2,1.956555,2.301587,5,2,34.538074,2,10,5,1,11,1,1,2,1,2,1
2,4.46841,4,5,1,38.019703,2,2,3,0,11,0,1,1,1,2,1
2,1.990027,5.799678,5,0,40,1,2,5,1,12,0,1,1,1,2,1
1,6.215554,4,5,0,32.167736,2,2,4,0,11,2,1,2,1,2,1
3,2.633254,4.769526,5,0,38.385025,2,2,3,0,8.796201,0,0,1,1,1,0
3,5.627233,2.587275,5,0,37.825375,2,14,5,1,9.432854,2,1,0,1,1,1
2,6.107302,4,5,1,40,2,8.825841,3,0,9.047152,0,1,1,1,1,1
1,2.004766,4,2.918582,2,39,2,2,3,1,9.178481,2,0,0,1,0,0
3,2.022728,4.686279,2.001716,0,40,0,2,5,0,9.597121,0,1,1,1,2,0
2,6.51133,4.831312,5,1,40,2,2,3,0,11,1,1,2,1,2,1
3,3.757505,4,5,0,38.233177,2,2,5,0,10.262603,0,1,1,1,2,1
2,4.523926,4,5,2,40,0,2,3,1,10.133927,1,1,0,1,2,0
2,4.475988,6.299268,5.1,2,40,2,2,4,0,13,1,1,1,1,2,1
2,2.639438,6.400431,5,0,29.861948,2,2,3,0,11,1,1,1,1,1,0
1,2.551464,4,5,2,37.464462,0,2,3,0,11,2,1,1,1,0,0
2,2.768209,2.535682,5,1,37.607687,2,11.461086,5,0,11,1,1,1,1,2,1
3,5.682112,4.431627,5,0,40,0,2,3,1,9.55644,1,1,0,1,0,0
2,4.544953,4.720295,5,0,35.744891,2,2,3,1,11,1,1,1,1,2,1
3,3.662282,5.86953,5,0,40,2,2,3,0,11,1,1,1,1,2,1
1,2.781793,2.167928,5,1,37.098518,2,2,20.142644,0,11,0,1,1,1,1,1
3,6.725983,4.541878,5,0,40,2,10,5,0,11,2,1,1,1,2,1
2,4.465805,4,5,0,40,2,2,3,0,11,1,1,1,1,2,1
3,6.168944,4.811737,5.36898,0,40,2,2,-6.481626,0,11,2,1,0,1,0,1
2,7.412035,4,5,0,38.020557,2,2,5,0,12,2,1,1,1,2,1
2,2.819364,4.40344,5.1,0,38.369563,2,2,1.787805,1,12,1,1,1,1,2,1
1,5.092307,4,5,0,40,2,14,0.714141,0,11,1,1,2,1,2,1
3,3.935906,4,4.658527,0,39,2,2,3,0,13,2,1,1,1,2,1
2,5.233722,4.733755,5,0,37.435549,2,2,3,0,11,0,1,1,1,2,1
2,1.993425,1.952862,4.520186,0,40,2,2,5,1,11,0,1,1,1,2,1
2,3.907439,5.687345,5,0,39,2,2,3,0,10.296238,2,1,2,1,2,1
2,3.725412,4.295081,5,0,40,2,2,5,0,11,1,1,0,1,1,1
2,2.976842,1.949299,5,0,39,2,2,3,0,11,2,1,1,1,2,1
3,4.440314,4.356027,5,1,40,2,2,11.128352,0,10.3391,0,1,2,1,2,1
1,4.522464,4,5,0,38.165708,2,13.474804,4,0,12,0,1,2,1,2,1
2,5.454383,5.015109,5,0,40,2,2,5,0,12,1,1,1,1,2,1
2,3.464527,2.393996,5,0,40,1,2,8.473029,0,9.783395,0,0,0,0,1,0
2,2.689209,5.183522,5,1,40,2,2,3,1,12,0,1,1,1,2,1
2,4.549955,2.61789,4.66452,0,37.999784,2,2,3,0,15,1,1,1,1,2,0
2,3.06738,2.302292,5,0,40,0,2,3,0,11,0,0,1,1,2,0
2,5.15719,4.506937,5,0,38.697371,2,2,4,0,9.750184,2,1,1,1,2,1
1,5.280734,4,5,1,37.64896,1,10,4,0,11,0,1,2,1,2,1
1,2.623512,4,5,0,32.311994,2,2,1.321414,0,11,2,1,2,1,2,1
3,2.021413,3.234423,5,0,37.546709,2,2,3,1,11,2,1,1,0,2,1
3,3.376316,4.08082,4.541366,0,37.336319,2,2,5,0,13,2,1,1,1,2,1
3,5.08793,4.582662,5,0,40,2,2,3,0,11,2,1,2,1,2,1
3,5.067397,4,5,0,31.446089,2,2,3,0,12,2,1,1,1,2,1
2,4.524776,4.407483,5,1,40,2,2,4,0,11,2,1,1,1,2,1
3,2.730421,1.797285,5,2,40,0,2,0.801503,0,11,0,0,1,1,1,0
1,2.222743,2.52471,5,1,38.596634,2,7.8396,3,0,12,1,1,1,1,2,1
2,6.423918,4.764601,5,0,30.123187,2,2,4,0,12,0,1,1,1,1,1
1,4.50904,4,5,1,40,2,2,4,1,11,2,1,1,1,1,1
2,6.013805,4,5,0,37.160746,2,2,3,0,9.295406,0,1,1,0,1,1
3,3.98733,5.192201,2.947535,0,38.283511,2,2,3,0,12,1,1,1,1,2,1
2,2.436764,6.489713,5.1,1,34.824204,2,2,3,1,9.839728,0,1,1,1,2,1
3,3.855199,4,5,0,33.150951,2,2,10.898373,1,11,2,1,1,1,0,1
2,4.519346,4.563119,5,1,29.320896,1,2,3,0,11,0,1,1,1,2,1
1,1.976544,4,5,0,40,0,2,3,0,9.953999,0,1,1,1,2,0
2,4.069866,4,2.009054,0,40,0,3.40471,5,0,12,2,0,1,1,2,0
2,4.778647,2.266926,4.549528,0,40,2,2,3,0,11,1,1,1,1,2,1
3,3.919865,2.329219,5,0,34.956674,1,11.295695,1.577553,0,11,0,1,2,1,0,1
3,6.376376,5.197917,5,0,40,2,2,16.649976,0,11,1,1,1,1,2,1
2,2.518439,2.326023,1.989751,2,40,2,2,3,0,15,0,0,1,1,1,0
2,7.446617,6.342345,5.1,0,40,2,12.429565,1.004482,0,13,1,1,1,1,2,1
3,3.705506,4.173922,5,0,40,2,2,15.184241,1,12,0,1,2,1,1,1
1,4.473032,2.303109,5,1,34.82251,2,14,3,0,11,2,1,1,1,2,1
2,4.573575,4,5,0,36.664728,2,2,5,0,11,2,1,2,1,2,1
1,2.00677,4,5,0,37.493231,2,2,0.302596,1,15,2,1,0,1,1,1
1,1.969587,4,2.679279,0,40,0,2,1.052824,0,12,2,1,1,1,2,0
1,5.514518,2.893413,5,0,37.753406,2,8.211282,3,0,12,2,1,2,1,2,1
2,2.882933,3.010124,2.08434,1,40,0,9.426962,1.001444,0,9.274733,0,1,1,1,2,0
3,4.036772,4,5,0,40,2,2,3,0,11,0,1,2,1,2,1
3,3.583476,4,4.56155,0,40,2,2,3,0,11,1,1,2,1,2,1
1,5.913723,2.18616,5,0,40,2,2,5.335846,0,15,2,1,1,1,2,1
2,4.417808,4,5,2,40,2,2,3,0,12,1,1,1,1,1,1
3,3.776947,6.187607,5,0,36.494152,2,10,0.627938,0,11,1,1,2,1,2,1
1,3.923508,4,5,0,37.645199,0,2,5,0,11,1,1,0,1,2,0
3,2.035054,4,5,1,29.023665,2,5.837925,3,1,10.349298,2,1,1,1,2,1
3,3.357525,4,2.896764,0,40,2,14,1.706921,0,12,2,1,1,1,2,1
2,4.389075,4,5,1,37.106223,2,2,5,1,11,1,1,2,1,2,1
2,3.822478,5.881099,2.565713,2,36.051989,2,2,3,0,12,2,1,1,1,2,1
1,4.472627,3.167635,5,0,40,2,14,1.239644,0,13,0,1,1,1,2,1
1,6.051289,4,5,1,40,2,2,7.800294,0,15,2,1,1,1,2,1
3,3.79577,4,5,0,40,2,2,3,0,11,1,1,1,1,2,1
2,4.452983,2.739473,5,0,37.959274,2,2,3,0,12,0,0,2,0,0,1
1,5.957957,4,5,0,40,2,2,3,0,11,2,1,1,1,2,1
1,2.642238,4,5,0,40,0,2,3,0,9.911677,0,1,1,1,2,0
2,4.77738,4,5,0,40,2,2,5,0,11,1,1,2,1,2,1
1,2.046884,2.302528,2.015,2,36.997735,2,2,3,0,15,0,1,1,1,2,0
2,2.004971,5.944029,5,0,40,2,2,5,0,11,2,1,2,1,2,1
3,2.048492,2.306732,1.979759,0,39,1,2,3,0,10.004416,0,1,1,1,0,0
1,2.030163,4,5,0,39,1,2,1.966433,0,9.024758,2,0,1,0,1,0
3,4.020039,5.582734,5,0,33.23944,1,2,3,0,11,0,1,1,1,2,1
3,2.051778,4,5,2,34.0118,1,2,4,1,12,1,1,1,1,2,1
3,2.037999,5.802249,5,0,40,2,2,3,1,9.229196,0,1,1,1,1,1
1,5.742943,4,5,2,38.235271,2,2,2.221804,0,11,2,1,1,1,1,1
3,3.801452,4,3.433088,0,40,2,2,3,0,12,1,1,2,1,2,1
2,4.548203,4.518818,5,1,40,2,2,3,1,11,0,1,0,1,1,1
2,5.482864,4.525997,5,2,37.758311,2,2,3,0,12,0,1,1,1,2,1
1,2.034411,4,5,2,40,2,2,3,0,11,0,0,1,0,1,0
2,3.759434,2.703676,5,0,40,0,2,3,0,11,0,1,0,1,1,0
2,3.960379,4.471105,5,1,37.630411,2,2,0.63252,0,10.057065,0,1,2,1,2,1
3,5.137668,4.544143,5,0,40,2,2,4,0,15,2,1,1,1,2,1
2,1.972689,4.664092,5,0,40,1,2.98941,0.381744,0,11,0,0,1,1,1,0
2,4.47157,4,5,0,37.671862,2,2,3,0,11,0,1,1,1,2,1
3,2.009836,1.766599,5,2,40,0,2,3,1,10.164051,1,1,0,0,2,0
2,5.324042,6.497745,5,1,40,2,13.171299,14.178565,0,15,1,1,2,1,2,1
3,4.807349,4.432214,5,0,40,2,2,15.043042,0,11,1,1,1,1,2,1
1,5.564916,5.392215,5,1,37.744241,2,2,4,0,12,2,1,1,1,2,1
2,4.529978,5.724675,5,0,40,2,2,4,0,11,0,1,2,1,2,1
2,3.532271,4,5,2,39,2,2,3,0,11,1,1,0,1,2,0
3,2.955029,4,4.536848,0,39,0,2,4,0,15,1,1,1,1,1,0
1,3.538906,4,5,0,37.432484,0,14,5,0,12,0,0,1,0,2,0
3,2.679103,2.091731,5,0,32.690186,2,2,0.79947,0,10.005568,2,1,1,1,2,0
2,4.369812,4.7363,2.020548,0,40,2,2,3,0,9.940012,0,1,1,1,2,0
1,2.816786,4,5,1,40,2,2,2.002982,1,11,0,1,1,1,2,1
2,4.479114,2.602199,5,0,34.92347,2,2,5,0,11,2,1,1,1,2,1
3,1.984474,3.318802,5,0,40,2,13.436559,5,1,12,0,1,2,1,2,1
2,4.431341,4.53248,5,1,37.064199,2,2,3,0,9.947322,0,1,2,1,2,1
3,4.592172,4.7022,5,0,30.891415,2,10,5,0,15,0,1,1,1,2,1
1,3.796415,2.276927,4.578664,1,40,2,2,11.741544,0,13,2,1,0,1,2,1
2,6.030829,5.240116,5,0,37.494152,2,2,4,0,11,0,1,1,1,2,1
3,3.717912,4,5,0,40,2,2,-10.668226,0,9.8829,2,1,1,1,2,1
3,5.668942,4.522925,5,0,40,2,2,3,0,12,1,1,2,1,2,1
2,2.88136,4.549956,5,0,39.379917,2,2,3,0,15,1,1,1,1,1,1
1,5.602707,4,5,0,37.613301,2,2,4,0,12,0,1,2,1,2,1
1,5.549104,4,5,0,37.073003,2,2,4,0,11,2,1,1,1,2,1
3,4.430817,4.39038,5,0,40,2,2,3,0,11,1,1,1,1,2,1
2,3.693767,5.497162,5,0,40,2,2,3,0,11,1,1,1,1,2,1
1,2.032322,4,5,0,37.700833,1,2,3,1,9.42313,2,0,0,1,0,0
3,1.979136,2.273869,5,0,37.283035,2,2,3,1,11,0,1,1,1,2,1
1,6.181611,4.399356,1.998481,0,37.666924,1,2,2.424848,0,10.290222,0,1,2,1,2,1
3,4.059178,4,5,0,40,2,2,3,0,11,0,1,1,1,2,1
2,1.989482,4,5,0,40,2,2,3,0,10.536258,0,1,2,1,1,0
2,4.365294,4.403871,5,0,37.448371,2,2,3,0,11,0,1,2,1,2,1
3,2.034582,2.162699,5,0,40,2,2,3,0,11,0,0,1,1,1,0
1,4.028506,4,2.856925,2,40,2,2,3,1,9.882494,1,1,0,1,2,0
1,6.398738,6.394771,5,2,40,2,2,5,0,11,1,1,1,1,1,1
1,2.012142,4,5,0,40,0,2,4,0,11,0,0,1,0,2,0
3,3.349122,5.955744,5,0,40,2,2,3,0,15,0,1,1,1,2,1
3,3.738262,4,5.1,0,40,2,2,3,0,11,2,1,2,1,2,1
1,3.034696,3.252274,5,0,37.847237,2,2,1.002294,0,9.822374,0,1,1,1,2,1
2,4.463886,4,2.103852,0,38.272244,2,2,3,0,15,1,1,2,1,1,1
3,1.995093,2.505593,5,0,40,0,2,3,0,11,0,1,1,1,2,0
2,4.379753,6.158204,2.020044,0,36.963509,2,2,4,0,10.350229,1,1,1,1,2,0
2,2.027707,4.511105,1.953665,0,40,0,2,3,0,15,0,0,1,0,1,0
3,4.404363,4,5,2,40,1,2,3,0,9.340915,1,1,2,1,0,0
1,2.440563,4,5,0,40,2,2,2.836465,1,12,0,1,0,1,1,1
1,2.073818,4,5,2,39,2,2,3,0,11,2,1,1,1,2,0
1,2.762586,2.988628,4.547349,0,40,1,2,3,0,12,0,0,1,1,1,0
3,1.97745,2.464675,5,0,40,2,2,3,0,9.881522,0,1,1,1,0,0
2,4.46001,4.527186,5,2,40,2,2,3,0,9.828116,1,1,1,1,1,1
1,3.861994,2.311215,5,2,40,2,2,3,0,12,1,1,2,1,2,1
2,2.808769,4.540817,5,0,35.895391,2,11.922637,19.076854,0,12,2,1,2,1,2,1
3,3.3213,4,5,0,40,2,2,3,0,11,1,1,1,1,1,1
2,2.84437,2.692356,5,0,33.652374,1,2,3,0,9.997877,0,1,2,1,2,1
3,3.92434,6.081762,5.1,0,38.163712,2,2,3,0,13,2,1,1,1,1,1
3,3.546487,4,5,2,36.93462,2,2,1.613715,0,12,0,1,1,1,2,1
2,3.234125,4,5,0,40,0,2,3,0,15,0,1,0,1,1,0
3,3.272457,4,5,0,37.158364,2,2,3,0,11,0,1,1,1,2,1
2,2.038452,3.057569,5,0,37.707183,2,2,3,1,9.875309,2,0,0,0,1,0
3,3.379202,4.392056,5,0,31.9027,2,2,1.373169,1,15,0,1,1,1,2,1
1,2.884285,2.903228,5,0,40,1,2,3,0,12,1,1,0,1,0,0
3,5.009336,4.897492,5,0,33.66629,1,2,3,0,11,0,1,1,1,2,1
3,6.966844,4,5,0,35.059066,2,2,3,0,11,2,1,2,1,2,1
3,3.813656,4,5,0,39,2,5.806622,4,0,10.230038,0,1,2,1,2,1
2,4.58365,4.508726,5,0,33.678908,2,2,4,1,11,0,1,0,1,1,1
2,6.601363,4,5,0,40,2,2,3,0,11,1,1,2,1,2,1
1,2.058321,4,5,0,37.697145,2,2,4,1,12,0,1,1,1,1,1
2,3.546012,5.923233,5,0,36.574388,0,2,3,1,9.733468,1,0,0,1,0,0
3,2.057874,2.995055,4.523188,0,40,2,10,5,1,10.09385,2,1,0,1,1,1
1,2.491553,4,5,1,38.020748,2,2,4,1,13,1,1,0,1,0,1
2,4.65175,4.564135,5,0,34.20031,2,14,4,1,11,2,1,0,1,0,1
3,3.73719,4.802025,5,0,40,0,2,3,0,12,0,1,1,1,2,1
3,2.013064,4.368986,5,0,37.914846,2,2,3,0,11,2,0,1,1,1,0
2,5.342129,4,5,0,40,2,2,5,0,11,2,1,1,1,2,1
2,1.994047,2.362395,3.522521,0,40,2,2,5,1,12,0,1,1,1,2,1
2,5.729933,4.475894,4.519477,0,40,2,12.590898,5,0,13,1,1,1,1,2,1
3,3.908813,4,5,1,37.890753,2,12.432938,2.240701,0,15,2,1,1,1,1,1
3,5.951132,4.568021,5,0,40,2,14,3,0,12,1,1,2,1,2,1
2,1.963497,4,6.097983,0,38.094748,0,2,3,1,13,1,1,0,1,0,0
2,2.631131,2.482765,5,2,37.815058,1,2,5,0,11,1,1,1,1,2,0
1,3.011779,4,5,0,37.666061,2,2,0.923129,0,11,0,1,0,1,1,1
1,2.02402,4,5,0,40,2,2,3,0,15,0,1,1,1,2,0
3,2.023395,2.894195,5,0,33.332357,2,2,5,1,11,0,1,1,1,2,1
2,2.507654,4.563976,5,0,29.968888,2,2,5,1,12,2,1,2,1,2,1
3,2.006002,4.444309,5,1,29.499528,2,2,3,1,9.489655,1,1,2,1,2,1
1,2.410452,4,5.1,2,40,2,2,-0.091769,1,9.606059,0,1,1,1,2,1
2,6.091895,4.575241,5,1,33.579905,2,2,3,1,15,0,1,1,1,2,1
2,4.54698,3.348261,5.1,0,40,2,2,3,0,13,1,1,1,1,2,1
2,6.029927,4.7843,5,0,37.470035,2,2,4,0,12,0,1,2,1,2,1
1,6.455081,4,3.247932,1,34.82489,2,2,1.147484,0,12,2,1,1,1,2,1
2,2.984285,2.451735,5,2,39,0,2,3,0,11,1,1,1,1,0,0
2,3.546284,4,5,0,40,0,2,3,0,11,0,1,1,1,2,0
2,2.676548,4,5,0,40,2,2,4,0,11,2,1,1,1,1,1
2,3.207692,6.157719,5,0,40,2,2,15.916823,0,12,2,1,2,1,2,1
3,4.456025,5.180802,5,1,40,2,2,3,0,10.136518,1,1,1,1,2,1
3,3.821757,4.514761,5,0,40,2,2,4,0,11,1,1,2,1,2,1
2,4.511094,4.467977,5.1,0,40,2,2,13.795199,1,12,0,1,2,1,2,1
3,3.506278,2.292844,5,0,31.617174,0,2,9.873454,1,11,2,1,1,0,2,1
3,5.964973,3.264769,5,0,38.379106,2,2,3,0,11,2,1,1,1,2,1
2,4.417307,4,5.1,2,38.124283,2,2,3,0,9.312755,2,1,1,1,2,1
2,3.887874,4,5,0,38.515744,1,2,3,0,11,1,1,0,1,0,0
3,4.166705,4.581814,4.553279,0,38.499011,2,2,3,0,10.004963,2,1,2,1,2,1
3,4.925235,4.656822,5,0,33.641422,2,2,3,0,11,2,1,1,1,2,1
3,4.051618,2.408442,5,0,32.327338,2,10,1.814197,0,11,2,1,2,1,2,1
3,3.708313,4,4.550455,0,40,2,2,13.201021,0,13,1,1,1,1,2,1
2,4.513991,4,5.1,0,34.294486,2,11.848854,3,0,11,1,1,1,1,2,1
2,2.011343,4,5,2,39,2,2,3,0,10.190119,1,0,0,0,1,0
3,2.028811,5.839368,5,2,37.974578,1,2,3,1,11,1,1,0,1,2,0
3,3.127769,6.693603,5,0,40,2,2,3,1,11,2,1,2,1,2,1
1,5.21314,4,5,0,40,2,2,4,0,9.901604,1,1,2,1,2,1
1,4.514092,2.299272,5,0,34.348195,2,2,20.901545,0,11,2,1,2,1,2,1
1,2.0445,4,5,0,40,1,2,3,0,10.146829,0,1,0,1,2,0
3,2.786084,2.338549,5,0,38.487461,2,2,-1.474641,0,9.789218,1,1,1,1,0,0
3,4.487472,5.311631,5,0,37.810286,2,10,1.187782,0,12,1,1,2,1,2,1
1,7.190593,4,5,0,37.974542,2,2,4,0,11,2,1,1,1,2,1
2,4.520673,4,5,0,40,2,2,5,0,11,2,1,1,1,2,1
2,5.98159,3.19676,5,0,34.210326,2,2,17.268294,0,11,0,1,1,1,2,1
2,2.882935,3.308379,3.888837,1,40,2,2,3,0,12,1,1,2,1,2,1
2,2.355411,2.231994,5,1,37.725122,2,4.371658,7.454233,1,9.685011,1,1,1,1,2,1
2,3.738852,4.453641,5,1,40,0,2,3,1,11,1,0,0,1,0,0
2,4.504481,2.289641,5,0,37.725734,2,14,16.644269,0,11,0,1,0,1,1,1
2,4.813271,4.546585,5,0,35.250253,2,2,3,0,11,2,1,2,1,0,1
